field1,Game_id,Person_id,Team_id,First_Name,Last_Name,minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,Three_Pointers,Three_Pointers_Attempted,Three_Point_Percentage,Free_Throws,Free_Throws_Attempted,Free_Throw_Percentage,Offensive_Rebounds,Defensive_Rebounds,Assists,Personal_Fouls,Steals,Turnovers,Blocked_Shots,Points,location,outcome,season_id,vs_team_id,league_id,Technical_Fouls,Flagrant_Fouls,Ejections,Points_In_Paint,Fast_Break_Points,Triple_Doubles,Double_Doubles,actual_minutes,actual_seconds,Plus_Minus,Blocks_Against,PTS_OFF_TO,Second_Chance_PTS,Total_Rebounds,points_per_36,rebounds_per_36,assists_per_36,steals_per_36,blocks_per_36,br_url,,col_games,col_minutes,intl_games,intl_minutes,intl_group
319955,21501106,1626154,1610612738,RJ,Hunter,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2015,1610612746,0,0,0,0,0,0,0,0,3,54,-3,0,0,0,0,0,0,0,0,0,rj-hunter-1,,99,3435,,,
319980,21501107,1626245,1610612741,Cristiano,Felicio,7,3,3,1,0,0,0,2,2,1,4,1,0,1,0,0,1,8,A,W,2015,1610612754,0,0,0,0,6,0,0,0,6,39,5,0,2,6,5,41.14285714,25.71428571,0,0,0,cristiano-felicio-1,,,,,,
320052,21501111,2747,1610612739,JR,Smith,35,1,6,0.167,0,3,0,2,2,1,0,3,2,5,0,1,1,4,H,L,2015,1610612745,0,0,0,0,2,0,0,0,34,31,-9,0,2,2,3,4.114285714,3.085714286,2.057142857,0,0,jr-smith-1,,,,,,
320282,21501122,2747,1610612739,JR,Smith,25,3,8,0.375,2,7,0.286,0,0,0,0,3,3,2,2,1,0,8,H,W,2015,1610612751,0,0,0,0,2,0,0,0,24,53,20,0,0,0,3,11.52,4.32,4.32,2.88,0,jr-smith-1,,,,,,
320346,21501124,1626245,1610612741,Cristiano,Felicio,15,2,4,0.5,0,0,0,1,2,0.5,0,4,3,1,0,0,1,5,A,W,2015,1610612745,0,0,0,0,2,1,0,0,15,3,6,0,3,0,4,12,9.6,7.2,0,0,cristiano-felicio-1,,,,,,
320465,21501131,2747,1610612739,JR,Smith,39,4,12,0.333,4,9,0.444,0,0,0,1,1,3,1,0,0,0,12,A,W,2015,1610612737,0,0,0,0,0,3,0,0,39,2,9,0,0,0,2,11.07692308,1.846153846,2.769230769,0,0,jr-smith-1,,,,,,
320639,21501139,1626245,1610612741,Cristiano,Felicio,14,1,2,0.5,0,0,0,1,2,0.5,1,3,1,2,0,0,1,3,H,L,2015,1610612765,0,0,0,0,2,1,0,0,14,11,-7,0,0,0,4,7.714285714,10.28571429,2.571428571,0,0,cristiano-felicio-1,,,,,,
320722,21501144,2747,1610612739,JR,Smith,33,10,16,0.625,6,9,0.667,1,2,0.5,2,3,3,1,1,1,0,27,H,W,2015,1610612766,0,0,0,0,8,2,0,0,33,7,3,0,1,0,5,29.45454545,5.454545455,3.272727273,1.090909091,0,jr-smith-1,,,,,,
320862,21501150,1626245,1610612741,Cristiano,Felicio,14,1,5,0.2,0,0,0,2,2,1,4,1,1,1,1,2,0,4,A,W,2015,1610612749,0,0,0,0,2,0,0,0,14,8,-2,2,0,2,5,10.28571429,12.85714286,2.571428571,2.571428571,5.142857143,cristiano-felicio-1,,,,,,
321026,21501158,1626245,1610612741,Cristiano,Felicio,14,0,0,0,0,0,0,2,4,0.5,0,5,0,3,0,1,1,2,A,L,2015,1610612763,0,0,0,0,0,0,0,0,13,52,2,0,0,0,5,5.142857143,12.85714286,0,0,0,cristiano-felicio-1,,,,,,
321031,21501159,2747,1610612739,JR,Smith,26,7,12,0.583,7,11,0.636,0,0,0,0,2,1,2,1,1,0,21,A,W,2015,1610612749,0,0,0,0,0,0,0,0,26,27,18,0,0,0,2,29.07692308,2.769230769,1.384615385,1.384615385,0,jr-smith-1,,,,,,
321158,21501165,2747,1610612739,JR,Smith,24,4,7,0.571,0,1,0,2,2,1,0,0,2,2,0,0,1,10,A,L,2015,1610612754,0,0,0,0,2,0,0,0,24,4,-15,0,0,0,0,15,0,3,0,0,jr-smith-1,,,,,,
321240,21501168,1626154,1610612738,RJ,Hunter,8,1,2,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,2,H,W,2015,1610612740,0,0,0,0,2,0,0,0,8,1,2,0,0,2,1,9,4.5,4.5,0,0,rj-hunter-1,,99,3435,,,
321366,21501174,1626245,1610612741,Cristiano,Felicio,14,3,4,0.75,0,0,0,2,3,0.667,2,5,1,1,0,1,0,8,A,L,2015,1610612748,0,0,0,0,6,4,0,0,14,26,9,0,2,2,7,20.57142857,18,2.571428571,0,0,cristiano-felicio-1,,,,,,
321512,21501181,1626154,1610612738,RJ,Hunter,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,H,W,2015,1610612749,0,0,0,0,0,0,0,0,3,28,-9,0,0,0,0,0,0,0,0,0,rj-hunter-1,,99,3435,,,
321658,21501188,1626154,1610612738,RJ,Hunter,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,A,L,2015,1610612737,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,108,0,0,0,0,rj-hunter-1,,99,3435,,,
321706,21501191,2747,1610612739,JR,Smith,37,8,16,0.5,7,14,0.5,1,3,0.333,1,5,4,2,1,1,0,24,A,L,2015,1610612741,0,0,0,0,0,0,0,0,36,56,8,1,3,9,6,23.35135135,5.837837838,3.891891892,0.972972973,0.972972973,jr-smith-1,,,,,,
321720,21501191,1626245,1610612741,Cristiano,Felicio,23,7,7,1,0,0,0,2,2,1,2,3,1,4,0,2,2,16,H,W,2015,1610612739,0,0,0,0,14,0,0,0,23,29,12,0,8,4,5,25.04347826,7.826086957,1.565217391,0,0,cristiano-felicio-1,,,,,,
321960,21501203,2747,1610612739,JR,Smith,32,1,5,0.2,0,3,0,0,0,0,0,1,0,1,0,1,0,2,H,W,2015,1610612737,0,0,0,0,2,0,0,0,32,16,17,0,2,0,1,2.25,1.125,0,0,0,jr-smith-1,,,,,,
322017,21501205,1626154,1610612738,RJ,Hunter,12,4,6,0.667,2,3,0.667,1,1,1,0,3,0,0,1,0,0,11,H,L,2015,1610612766,0,0,0,0,4,0,0,0,12,0,8,0,3,3,3,33,9,0,3,0,rj-hunter-1,,99,3435,,,
322080,21501208,1626245,1610612741,Cristiano,Felicio,27,6,8,0.75,0,1,0,4,4,1,1,5,0,3,0,0,0,16,A,W,2015,1610612740,0,0,0,0,6,0,0,0,27,29,1,0,2,2,6,21.33333333,8,0,0,0,cristiano-felicio-1,,,,,,
322363,21501222,1626245,1610612741,Cristiano,Felicio,29,2,8,0.25,0,1,0,2,2,1,4,5,4,2,0,2,2,6,H,W,2015,1610612755,0,0,0,0,4,0,0,0,28,38,20,1,0,2,9,7.448275862,11.17241379,4.965517241,0,1.24137931,cristiano-felicio-1,,,,,,
322597,21600003,1627879,1610612759,Nicolas,Laprovittola,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,A,W,2016,1610612744,0,0,0,0,0,0,0,0,3,41,6,0,0,0,0,0,0,18,0,0,nicolas-laprovittola-1,,,,34,931,2
322679,21600007,1627751,1610612761,Jakob,Poeltl,13,1,4,0.25,0,0,0,0,0,0,2,0,0,5,0,0,0,2,H,W,2016,1610612765,0,0,0,0,2,0,0,0,12,47,-4,0,0,0,2,5.538461538,5.538461538,0,0,0,jakob-poeltl-1,,70,1883,,,
322911,21600018,1627751,1610612761,Jakob,Poeltl,11,3,5,0.6,0,0,0,1,1,1,4,3,0,1,0,0,0,7,H,L,2016,1610612739,0,0,0,0,6,0,0,0,10,49,9,0,5,7,7,22.90909091,22.90909091,0,0,0,jakob-poeltl-1,,70,1883,,,
323023,21600023,1627773,1610612742,AJ,Hammons,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,H,L,2016,1610612745,0,0,0,0,0,0,0,0,1,26,6,0,0,0,0,0,0,36,0,0,aj-hammons-1,,132,3207,,,
323087,21600026,204002,1610612737,Edy,Tavares,4,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,A,W,2016,1610612755,0,0,0,0,2,0,0,0,3,36,6,0,0,0,1,18,9,0,0,0,edy-tavares-1,,,,,,
323229,21600032,1627879,1610612759,Nicolas,Laprovittola,22,2,5,0.4,0,3,0,3,3,1,0,4,4,2,0,1,0,7,H,W,2016,1610612740,0,0,0,0,4,0,0,0,21,50,7,0,2,0,4,11.45454545,6.545454545,6.545454545,0,0,nicolas-laprovittola-1,,,,34,931,2
323336,21600037,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,W,2016,1610612748,0,0,0,0,0,0,0,0,0,51,-2,0,0,0,0,0,0,0,0,0,nicolas-laprovittola-1,,,,34,931,2
323441,21600042,1627751,1610612761,Jakob,Poeltl,17,0,3,0,0,0,0,1,2,0.5,1,4,0,3,0,0,2,1,H,W,2016,1610612743,0,0,0,0,0,0,0,0,17,24,-3,1,0,1,5,2.117647059,10.58823529,0,0,2.117647059,jakob-poeltl-1,,70,1883,,,
323680,21600053,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2016,1610612762,0,0,0,0,0,0,0,0,0,45,-3,0,0,0,0,0,0,0,0,0,nicolas-laprovittola-1,,,,34,931,2
323724,21600055,1627751,1610612761,Jakob,Poeltl,17,0,0,0,0,0,0,0,0,0,1,4,0,6,1,1,1,0,A,W,2016,1610612764,0,0,0,0,0,0,0,0,17,23,8,0,0,0,5,0,10.58823529,0,2.117647059,0,jakob-poeltl-1,,70,1883,,,
324072,21600071,1627751,1610612761,Jakob,Poeltl,20,1,4,0.25,0,0,0,2,2,1,4,2,0,2,1,1,0,4,H,W,2016,1610612748,0,0,0,0,2,0,0,0,20,4,6,1,0,2,6,7.2,10.8,0,1.8,1.8,jakob-poeltl-1,,70,1883,,,
324177,21600076,1627773,1610612742,AJ,Hammons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,L,2016,1610612757,0,0,0,0,0,0,0,0,0,34,-2,0,0,0,0,0,0,0,0,0,aj-hammons-1,,132,3207,,,
324202,21600077,1627879,1610612759,Nicolas,Laprovittola,18,0,6,0,0,4,0,2,2,1,0,1,1,3,0,3,0,2,A,W,2016,1610612762,0,0,0,0,0,0,0,0,18,22,-3,0,0,0,1,4,2,2,0,0,nicolas-laprovittola-1,,,,34,931,2
324416,21600086,1627879,1610612759,Nicolas,Laprovittola,22,4,5,0.8,3,4,0.75,0,0,0,1,1,5,1,0,2,0,11,H,L,2016,1610612746,0,0,0,0,2,3,0,0,21,56,-7,0,3,2,2,18,3.272727273,8.181818182,0,0,nicolas-laprovittola-1,,,,34,931,2
324474,21600089,1627751,1610612761,Jakob,Poeltl,18,3,4,0.75,0,0,0,0,0,0,2,2,2,6,0,0,0,6,H,L,2016,1610612758,0,0,0,0,4,0,0,0,18,26,-7,0,0,2,4,12,8,4,0,0,jakob-poeltl-1,,70,1883,,,
324970,21600112,1627751,1610612761,Jakob,Poeltl,19,2,4,0.5,0,0,0,0,0,0,2,0,0,3,0,1,1,4,A,W,2016,1610612760,0,0,0,0,4,0,0,0,19,2,-20,1,0,0,2,7.578947368,3.789473684,0,0,1.894736842,jakob-poeltl-1,,70,1883,,,
325014,21600114,1627879,1610612759,Nicolas,Laprovittola,14,2,5,0.4,1,2,0.5,0,0,0,0,0,0,0,1,1,0,5,H,L,2016,1610612745,0,0,0,0,2,2,0,0,14,20,-7,1,2,0,0,12.85714286,0,0,2.571428571,2.571428571,nicolas-laprovittola-1,,,,34,931,2
325058,21600116,1627773,1610612742,AJ,Hammons,6,3,5,0.6,1,1,1,2,2,1,2,1,0,1,0,0,0,9,A,L,2016,1610612744,0,0,0,0,2,0,0,0,6,6,-1,0,0,2,3,54,18,0,0,0,aj-hammons-1,,132,3207,,,
325704,21600146,1627773,1610612742,AJ,Hammons,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,A,L,2016,1610612752,0,0,0,0,0,0,0,0,3,20,3,0,0,0,1,0,12,0,0,0,aj-hammons-1,,132,3207,,,
326450,21600180,1627773,1610612742,AJ,Hammons,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,H,L,2016,1610612763,0,0,0,0,0,0,0,0,3,12,0,0,0,0,1,0,12,0,0,0,aj-hammons-1,,132,3207,,,
326471,21600181,1627751,1610612761,Jakob,Poeltl,16,2,2,1,0,0,0,2,3,0.667,2,4,0,2,1,0,0,6,A,W,2016,1610612743,0,0,0,0,4,0,0,0,15,52,-2,0,0,4,6,13.5,13.5,0,2.25,0,jakob-poeltl-1,,70,1883,,,
326496,21600182,1627879,1610612759,Nicolas,Laprovittola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2016,1610612747,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,nicolas-laprovittola-1,,,,34,931,2
327303,21600220,1627773,1610612742,AJ,Hammons,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,H,L,2016,1610612746,0,0,0,0,0,0,0,0,3,26,9,0,0,0,2,0,24,12,0,0,aj-hammons-1,,132,3207,,,
327463,21600227,1627773,1610612742,AJ,Hammons,6,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,A,L,2016,1610612739,0,0,0,0,0,0,0,0,6,1,1,1,0,0,1,0,6,0,0,6,aj-hammons-1,,132,3207,,,
327752,21600240,1627879,1610612759,Nicolas,Laprovittola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,W,2016,1610612764,0,0,0,0,0,0,0,0,1,7,-3,0,0,0,0,0,0,0,0,0,nicolas-laprovittola-1,,,,34,931,2
328041,21600254,1627751,1610612761,Jakob,Poeltl,4,0,0,0,0,0,0,2,4,0.5,1,0,0,1,0,1,0,2,H,W,2016,1610612755,0,0,0,0,0,0,0,0,3,34,0,0,2,2,1,18,9,0,0,0,jakob-poeltl-1,,70,1883,,,
328434,21600272,1627879,1610612759,Nicolas,Laprovittola,19,3,6,0.5,1,3,0.333,0,0,0,0,1,0,2,0,1,0,7,A,W,2016,1610612742,0,0,0,0,4,2,0,0,18,49,-5,0,0,3,1,13.26315789,1.894736842,0,0,0,nicolas-laprovittola-1,,,,34,931,2
328694,21600284,1627751,1610612761,Jakob,Poeltl,6,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,H,W,2016,1610612747,0,0,0,0,0,0,0,0,5,38,7,0,0,0,2,0,12,12,0,0,jakob-poeltl-1,,70,1883,,,
328797,21600289,1627879,1610612759,Nicolas,Laprovittola,20,2,5,0.4,1,3,0.333,2,2,1,0,1,3,3,2,2,0,7,H,W,2016,1610612764,0,0,0,0,2,2,0,0,20,14,-9,0,7,0,1,12.6,1.8,5.4,3.6,0,nicolas-laprovittola-1,,,,34,931,2
328883,21600293,1627751,1610612761,Jakob,Poeltl,4,1,2,0.5,0,0,0,0,1,0,1,0,0,0,1,0,1,2,H,W,2016,1610612737,0,0,0,0,2,2,0,0,4,10,6,0,2,0,1,18,9,0,9,0,jakob-poeltl-1,,70,1883,,,
328949,21600296,1627773,1610612742,AJ,Hammons,2,1,2,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,H,W,2016,1610612741,0,0,0,0,0,0,0,0,2,11,5,1,0,2,1,36,18,0,0,18,aj-hammons-1,,132,3207,,,
329221,21600309,1627879,1610612759,Nicolas,Laprovittola,9,1,3,0.333,1,2,0.5,0,0,0,0,0,5,2,0,1,0,3,A,W,2016,1610612749,0,0,0,0,0,0,0,0,8,44,9,0,0,0,0,12,0,20,0,0,nicolas-laprovittola-1,,,,34,931,2
329425,21600319,1627879,1610612759,Nicolas,Laprovittola,21,4,5,0.8,2,3,0.667,0,0,0,0,0,2,4,0,3,0,10,A,W,2016,1610612750,0,0,0,0,2,2,0,0,21,5,-15,1,2,0,0,17.14285714,0,3.428571429,0,1.714285714,nicolas-laprovittola-1,,,,34,931,2
329617,21600328,1627773,1610612742,AJ,Hammons,11,0,2,0,0,0,0,0,2,0,0,5,0,1,0,0,2,0,H,L,2016,1610612758,0,0,0,0,0,0,0,0,10,47,-10,1,0,0,5,0,16.36363636,0,0,3.272727273,aj-hammons-1,,132,3207,,,
330112,21600352,1627773,1610612742,AJ,Hammons,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,L,2016,1610612745,0,0,0,0,0,0,0,0,3,59,-6,0,0,0,1,0,9,0,0,0,aj-hammons-1,,132,3207,,,
330139,21600353,1627879,1610612759,Nicolas,Laprovittola,12,1,4,0.25,1,2,0.5,0,0,0,0,0,4,0,0,1,1,3,H,W,2016,1610612751,0,0,0,0,0,0,0,0,12,0,-4,0,3,0,0,9,0,12,0,0,nicolas-laprovittola-1,,,,34,931,2
330327,21600362,1627751,1610612761,Jakob,Poeltl,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,H,W,2016,1610612749,0,0,0,0,2,0,0,0,2,36,2,0,0,2,1,24,12,0,0,0,jakob-poeltl-1,,70,1883,,,
330391,21600365,1627773,1610612742,AJ,Hammons,3,1,2,0.5,1,1,1,0,0,0,0,0,0,1,0,0,0,3,H,W,2016,1610612743,0,0,0,0,0,0,0,0,3,29,-8,0,0,0,0,36,0,0,0,0,aj-hammons-1,,132,3207,,,
330591,21600374,1627751,1610612761,Jakob,Poeltl,7,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,A,W,2016,1610612755,0,0,0,0,0,0,0,0,6,52,-7,0,0,0,0,0,0,0,0,0,jakob-poeltl-1,,70,1883,,,
330735,21600381,1627773,1610612742,AJ,Hammons,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,H,L,2016,1610612765,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,aj-hammons-1,,132,3207,,,
330785,21600383,1627879,1610612759,Nicolas,Laprovittola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,H,W,2016,1610612738,0,0,0,0,0,0,0,0,0,26,-2,0,0,0,0,0,0,0,0,0,nicolas-laprovittola-1,,,,34,931,2
330870,21600387,1627879,1610612759,Nicolas,Laprovittola,3,1,1,1,0,0,0,2,2,1,0,0,1,0,0,0,0,4,A,W,2016,1610612756,0,0,0,0,2,0,0,0,2,50,-2,0,0,0,0,48,0,12,0,0,nicolas-laprovittola-1,,,,34,931,2
331104,21600398,1627773,1610612742,AJ,Hammons,3,1,1,1,1,1,1,0,0,0,0,1,0,3,0,1,0,3,A,L,2016,1610612762,0,0,0,0,0,0,0,0,3,7,1,0,0,0,1,36,12,0,0,0,aj-hammons-1,,132,3207,,,
331345,21600409,1627751,1610612761,Jakob,Poeltl,5,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,A,W,2016,1610612753,0,0,0,0,0,0,0,0,5,23,-3,0,0,0,2,0,14.4,0,7.2,0,jakob-poeltl-1,,70,1883,,,
331387,21600411,1627773,1610612742,AJ,Hammons,16,0,4,0,0,1,0,0,2,0,0,3,0,4,0,0,2,0,H,W,2016,1610612758,0,0,0,0,0,0,0,0,15,52,12,1,0,0,3,0,6.75,0,0,2.25,aj-hammons-1,,132,3207,,,
331415,21600412,1627879,1610612759,Nicolas,Laprovittola,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,H,W,2016,1610612740,0,0,0,0,0,0,0,0,4,22,-3,0,0,0,1,0,9,9,0,0,nicolas-laprovittola-1,,,,34,931,2
331522,21600417,1627773,1610612742,AJ,Hammons,5,2,3,0.667,1,2,0.5,0,0,0,1,0,0,0,0,2,0,5,A,L,2016,1610612743,0,0,0,0,2,0,0,0,5,20,9,0,3,0,1,36,7.2,0,0,0,aj-hammons-1,,132,3207,,,
331587,21600420,1627751,1610612761,Jakob,Poeltl,5,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,H,W,2016,1610612751,0,0,0,0,0,0,0,0,5,3,-5,0,0,0,2,0,14.4,0,0,0,jakob-poeltl-1,,70,1883,,,
332306,21600454,1627879,1610612759,Nicolas,Laprovittola,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,A,W,2016,1610612757,0,0,0,0,0,0,0,0,2,18,-1,0,0,0,0,0,0,0,18,0,nicolas-laprovittola-1,,,,34,931,2
332559,21600466,1627773,1610612742,AJ,Hammons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2016,1610612740,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,aj-hammons-1,,132,3207,,,
333297,21600501,1627773,1610612742,AJ,Hammons,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A,L,2016,1610612744,0,0,0,0,2,2,0,0,6,21,9,0,0,0,0,12,0,0,0,0,aj-hammons-1,,132,3207,,,
333536,21600512,1627751,1610612761,Jakob,Poeltl,9,1,1,1,0,0,0,2,2,1,1,1,0,2,0,0,0,4,A,W,2016,1610612747,0,0,0,0,2,0,0,0,8,47,15,0,0,2,2,16,8,0,0,0,jakob-poeltl-1,,70,1883,,,
333799,21600525,1627751,1610612761,Jakob,Poeltl,26,1,4,0.25,0,0,0,2,4,0.5,6,3,0,2,2,2,0,4,A,L,2016,1610612759,0,0,0,0,2,0,0,0,25,34,-8,1,0,3,9,5.538461538,12.46153846,0,2.769230769,1.384615385,jakob-poeltl-1,,70,1883,,,
334051,21600537,1627751,1610612761,Jakob,Poeltl,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,H,W,2016,1610612762,0,0,0,0,0,0,0,0,6,18,-5,0,0,0,1,0,6,0,0,0,jakob-poeltl-1,,70,1883,,,
334396,21600554,1627751,1610612761,Jakob,Poeltl,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,L,2016,1610612741,0,0,0,0,0,0,0,0,1,25,5,0,0,0,1,0,36,0,0,0,jakob-poeltl-1,,70,1883,,,
334763,21600572,1627751,1610612761,Jakob,Poeltl,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,H,W,2016,1610612738,0,0,0,0,2,0,0,0,6,28,-8,0,0,0,0,12,0,0,0,0,jakob-poeltl-1,,70,1883,,,
335205,21600592,1627751,1610612761,Jakob,Poeltl,8,1,2,0.5,0,0,0,2,2,1,1,0,0,3,1,0,0,4,H,W,2016,1610612751,0,0,0,0,2,0,0,0,8,23,-5,0,0,0,1,18,4.5,0,4.5,0,jakob-poeltl-1,,70,1883,,,
335507,21600606,1627751,1610612761,Jakob,Poeltl,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,H,W,2016,1610612752,0,0,0,0,0,0,0,0,3,56,-14,1,0,0,0,0,0,0,0,9,jakob-poeltl-1,,70,1883,,,
335853,21600622,1627751,1610612761,Jakob,Poeltl,15,1,1,1,0,0,0,0,0,0,0,2,1,2,0,1,1,2,A,W,2016,1610612751,0,0,0,0,2,0,0,0,14,49,5,0,0,0,2,4.8,4.8,2.4,0,0,jakob-poeltl-1,,70,1883,,,
335955,21600627,1627751,1610612761,Jakob,Poeltl,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,A,L,2016,1610612755,0,0,0,0,0,0,0,0,3,52,-3,0,0,0,1,0,9,0,0,0,jakob-poeltl-1,,70,1883,,,
336276,21600642,1627751,1610612761,Jakob,Poeltl,9,0,0,0,0,0,0,0,0,0,1,3,0,3,0,1,1,0,A,L,2016,1610612766,0,0,0,0,0,0,0,0,9,7,-12,0,0,0,4,0,16,0,0,0,jakob-poeltl-1,,70,1883,,,
338155,21600732,1627751,1610612761,Jakob,Poeltl,9,2,2,1,0,0,0,0,0,0,3,1,0,1,0,0,0,4,A,L,2016,1610612738,0,0,0,0,4,0,0,0,9,27,-4,0,0,4,4,16,16,0,0,0,jakob-poeltl-1,,70,1883,,,
338852,21600765,1627751,1610612761,Jakob,Poeltl,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,A,W,2016,1610612751,0,0,0,0,0,0,0,0,7,20,-5,0,0,0,0,0,0,0,0,0,jakob-poeltl-1,,70,1883,,,
338975,21600771,1627751,1610612761,Jakob,Poeltl,9,1,2,0.5,0,0,0,1,1,1,1,2,0,2,0,1,0,3,H,W,2016,1610612746,0,0,0,0,2,0,0,0,9,19,1,0,0,3,3,12,12,0,0,0,jakob-poeltl-1,,70,1883,,,
339386,21600790,1627751,1610612761,Jakob,Poeltl,16,2,2,1,0,0,0,0,0,0,1,3,1,1,1,0,0,4,A,L,2016,1610612750,0,0,0,0,4,0,0,0,15,37,3,0,0,0,4,9,9,2.25,2.25,0,jakob-poeltl-1,,70,1883,,,
339977,21600818,1627751,1610612761,Jakob,Poeltl,20,2,3,0.667,0,0,0,1,2,0.5,2,2,0,2,1,0,0,5,H,L,2016,1610612765,0,0,0,0,4,0,0,0,19,31,8,1,0,0,4,9,7.2,0,1.8,1.8,jakob-poeltl-1,,70,1883,,,
340245,21600831,1627751,1610612761,Jakob,Poeltl,18,2,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,4,A,L,2016,1610612741,0,0,0,0,4,0,0,0,17,52,-3,0,0,0,1,8,2,2,0,0,jakob-poeltl-1,,70,1883,,,
340374,21600837,1627751,1610612761,Jakob,Poeltl,12,1,3,0.333,0,0,0,0,0,0,2,4,2,2,0,2,0,2,H,W,2016,1610612766,0,0,0,0,2,0,0,0,12,0,22,0,0,0,6,6,18,6,0,0,jakob-poeltl-1,,70,1883,,,
341247,21600878,1627751,1610612761,Jakob,Poeltl,6,0,1,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,H,W,2016,1610612757,0,0,0,0,0,0,0,0,5,56,5,1,0,0,1,0,6,0,0,6,jakob-poeltl-1,,70,1883,,,
341328,21600882,1627751,1610612761,Jakob,Poeltl,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,W,2016,1610612752,0,0,0,0,0,0,0,0,0,54,-5,0,0,0,0,0,0,0,0,0,jakob-poeltl-1,,70,1883,,,
341627,21600896,1627751,1610612761,Jakob,Poeltl,7,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,H,L,2016,1610612764,0,0,0,0,2,0,0,0,6,47,-4,0,2,0,2,10.28571429,10.28571429,0,0,0,jakob-poeltl-1,,70,1883,,,
342137,21600920,1627751,1610612761,Jakob,Poeltl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,L,2016,1610612749,0,0,0,0,0,0,0,0,1,52,-4,0,0,0,0,0,0,0,0,0,jakob-poeltl-1,,70,1883,,,
342824,21600953,1627751,1610612761,Jakob,Poeltl,8,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,2,A,W,2016,1610612740,0,0,0,0,2,0,0,0,8,22,-6,0,0,2,2,9,9,0,0,0,jakob-poeltl-1,,70,1883,,,
343379,21600979,1627751,1610612761,Jakob,Poeltl,19,3,8,0.375,0,0,0,0,2,0,6,3,0,3,0,0,0,6,A,L,2016,1610612748,0,0,0,0,6,0,0,0,19,8,3,1,0,4,9,11.36842105,17.05263158,0,0,1.894736842,jakob-poeltl-1,,70,1883,,,
343646,21600992,1627751,1610612761,Jakob,Poeltl,12,1,1,1,0,0,0,2,2,1,0,2,1,3,2,3,1,4,H,W,2016,1610612742,0,0,0,0,2,0,0,0,12,22,7,0,0,0,2,12,6,3,6,0,jakob-poeltl-1,,70,1883,,,
